OBJECTID,VERTICE,REGION,PROVINCIA,DISTRITO,LOCALIDAD,LATITUD,LONGITUD
40344,15336.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.342472820,-72.02104796
40345,15337.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.279322640,-72.00436738
40346,15338.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.285471040,-72.00011620
40347,15339.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.296328250,-72.01799102
40348,15340.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.147065930,-72.03602416
40349,15341.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.177711160,-72.00597611
40350,15342.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.271961770,-72.09088297
40351,15343.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.272293220,-72.09137411
40352,15344.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437813700,-72.23742271
40353,15345.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437640150,-72.23770749
40354,15346.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.438850390,-72.23529746
40355,15347.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437601330,-72.23771305
40356,15348.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437569350,-72.23774554
40357,15349.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437722270,-72.23759310
40358,15350.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437793860,-72.23755429
40359,15351.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437832970,-72.23750982
40360,15352.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.438022510,-72.23757120
40361,15353.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437884530,-72.23754008
40362,15354.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434993950,-72.23615913
40363,15355.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434943890,-72.23619581
40364,15356.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434975720,-72.23624965
40365,15357.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435051650,-72.23621188
40366,15358.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435050650,-72.23633536
40367,15359.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.438459780,-72.23525050
40368,15360.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.438504610,-72.23520325
40369,15361.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.438516490,-72.23528011
40370,15362.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435026940,-72.23546731
40371,15363.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434981860,-72.23551568
40372,15364.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434897580,-72.23562473
40373,15365.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435114800,-72.23544064
40374,15366.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435119830,-72.23551234
40375,15367.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435044510,-72.23569645
40376,15368.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435013310,-72.23565362
40377,15369.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.434965110,-72.23611135
40378,15370.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435344500,-72.23528061
40379,15371.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435229870,-72.23514610
40380,15372.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435094530,-72.23519488
40381,15373.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435407440,-72.23541765
40382,15374.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435170360,-72.23527456
40383,15375.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435256590,-72.23540537
40384,15376.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.280163200,-72.00972716
40385,15377.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.280150010,-72.00982252
40386,15378.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.280924460,-72.01124580
40387,15379.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.269316290,-72.03666145
40388,15380.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.332255480,-72.03325388
40389,15381.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.332134800,-72.03242803
40390,15382.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.275668920,-72.00879712
40391,15383.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,HAQUIRA - NEAREST 2KM,-14.412650790,-72.29317657
40392,15384.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,HAQUIRA - NEAREST 2KM,-14.412704260,-72.29371326
40393,15385.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.269380820,-72.03664468
40394,15386.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473979390,-72.26431788
40395,15387.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473591960,-72.26427796
40396,15388.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.476037450,-72.26318790
40397,15389.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474239260,-72.26237496
40398,15390.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474290410,-72.26268539
40399,15391.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.256000410,-72.00153138
40400,15392.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.248775070,-72.00409539
40401,15393.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473446600,-72.26244327
40402,15394.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473984750,-72.26375230
40403,15395.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473455580,-72.26431350
40404,15396.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474136670,-72.26390511
40405,15397.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474361390,-72.26436114
40406,15398.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474169130,-72.26449323
40407,15399.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474265350,-72.26413540
40408,15400.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474110050,-72.26423454
40409,15401.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.376162570,-72.03604713
40410,15402.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474779580,-72.26298579
40411,15403.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473464880,-72.26333114
40412,15404.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473618110,-72.26407203
40413,15405.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473473850,-72.26415097
40414,15406.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.473767310,-72.26446892
40415,15407.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474617510,-72.26226301
40416,15408.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474641360,-72.26235489
40417,15409.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474659260,-72.26243037
40418,15410.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474684540,-72.26254964
40419,15411.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474705670,-72.26263498
40420,15412.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474723030,-72.26271650
40421,15413.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474745060,-72.26282415
40422,15414.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474760690,-72.26290458
40423,15415.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474416390,-72.26231372
40424,15416.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474438560,-72.26240275
40425,15417.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474454160,-72.26248077
40426,15418.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474473680,-72.26257865
40427,15419.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474494880,-72.26266909
40428,15420.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474506920,-72.26275023
40429,15421.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474531380,-72.26285228
40430,15422.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474549310,-72.26294648
40431,15423.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475358920,-72.26291114
40432,15424.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475377530,-72.26299171
40433,15425.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474132660,-72.26295457
40434,15426.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474155580,-72.26302821
40435,15427.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474175050,-72.26310014
40436,15428.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474329390,-72.26291125
40437,15429.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474354220,-72.26299616
40438,15430.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.474367220,-72.26307015
40439,15431.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475497980,-72.26257326
40440,15432.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475202800,-72.26217659
40441,15433.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475222270,-72.26226038
40442,15434.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475237700,-72.26233341
40443,15435.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475261670,-72.26244983
40444,15436.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475280180,-72.26253521
40445,15437.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475293220,-72.26260587
40446,15438.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475342270,-72.26281275
40447,15439.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475637470,-72.26317681
40448,15440.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475651670,-72.26325254
40449,15441.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475668350,-72.26332471
40450,15442.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475397310,-72.26211256
40451,15443.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475418160,-72.26220374
40452,15444.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475434250,-72.26228453
40453,15445.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475468140,-72.26241709
40454,15446.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475481590,-72.26250266
40455,15447.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259820130,-72.06742239
40456,15448.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.258437600,-72.06570367
40457,15449.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.258324430,-72.06572053
40458,15450.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259134880,-72.06687759
40459,15451.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475810410,-72.26298251
40460,15452.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475820680,-72.26306090
40461,15453.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475582410,-72.26293297
40462,15454.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.475611960,-72.26304244
40463,15455.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.469687100,-72.28448720
40464,15456.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.361869950,-72.05306080
40465,15457.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.361768570,-72.05308082
40466,15458.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259303830,-72.06706371
40467,15459.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259384090,-72.06718501
40468,15460.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259390580,-72.06729428
40469,15461.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435245370,-72.23481628
40470,15462.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435149520,-72.23480076
40471,15463.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435152920,-72.23496224
40472,15464.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435126380,-72.23503030
40473,15465.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435025200,-72.23495152
40474,15466.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435001930,-72.23500896
40475,15467.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.396889930,-72.23227911
40476,15468.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.342464010,-72.00581400
40477,15469.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439196120,-72.23467068
40478,15470.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439411470,-72.23447106
40479,15471.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439254630,-72.23437783
40480,15472.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439183570,-72.23432048
40481,15473.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439178190,-72.23446924
40482,15474.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.439071860,-72.23437386
40483,15475.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.437992480,-72.23466991
40484,15476.00000000000,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA - NEAREST 2KM,-14.435177480,-72.23467506
40485,15477.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.254242080,-72.06876821
40486,15478.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.229128710,-72.05841640
40487,15479.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.342845550,-72.02349354
40488,15480.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.345918720,-72.02172307
40489,15481.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.244766870,-72.00170027
40490,15482.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.346599690,-72.01914220
40491,15483.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.348006140,-72.01826950
40492,15484.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259346410,-72.06739017
40493,15485.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.257747660,-72.06606617
40494,15486.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.257755810,-72.06614431
40495,15487.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.253805930,-72.05992424
40496,15488.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.255355240,-72.06367776
40497,15489.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.255416950,-72.06370436
40498,15490.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.255452620,-72.06363480
40499,15491.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.254554050,-72.06278143
40500,15492.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.256195360,-72.06722796
40501,15493.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.256708470,-72.06702140
40502,15494.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.256915830,-72.06696441
40503,15495.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259054620,-72.06924901
40504,15496.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259142690,-72.06831870
40505,15497.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.259099010,-72.06825274
40506,15498.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.370644490,-72.13053176
40507,15499.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.490883720,-72.37325027
40508,15500.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.492102350,-72.37206671
40509,15501.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.492022710,-72.37206013
40510,15502.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.492076620,-72.37212485
40511,15503.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.246601030,-72.01873710
40512,15504.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.244408850,-72.01944213
40513,15505.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.340669780,-72.03595787
40514,15506.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.344924610,-72.03453083
40515,15507.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.249615120,-72.02028795
40516,15508.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.252401300,-72.02038708
40517,15509.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.246489910,-72.01873600
40518,15510.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.489461740,-72.32375273
40519,15511.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.489202430,-72.32381927
40520,15512.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.489291740,-72.32375239
40521,15513.00000000000,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO - NEAREST 2KM,-14.494540760,-72.32739368
40522,15514.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377302670,-72.09497656
40523,15515.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377259550,-72.09484732
40524,15516.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377312950,-72.09503675
40525,15517.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377393660,-72.09509229
40526,15518.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.355210910,-72.03836223
40527,15519.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.355166990,-72.03808890
40528,15520.00000000000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA - NEAREST 2KM,-14.355341490,-72.03903025
40529,15521.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377465230,-72.09403240
40530,15522.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377383190,-72.09396170
40531,15523.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377290660,-72.09378564
40532,15524.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377201700,-72.09339452
40533,15525.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377143810,-72.09321193
40534,15526.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377053530,-72.09316683
40535,15527.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377040620,-72.09308956
40536,15528.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.377089030,-72.09320695
40537,15529.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.378399290,-72.09405541
40538,15530.00000000000,CUSCO,CHUMBIVILCAS,SANTO TOMAS,LLUSCO - NEAREST 2KM,-14.378239910,-72.09509915
